user_id,investment_goal_long_term_growth,investment_goal_stable_income,investment_goal_balanced_approach,investment_goal_high_risk_high_reward,investment_goal_short_term_trading,risk_tolerance,holding_period_response,holding_period_reaction_strength,expected_return_score,product_preference_equities,product_preference_government_bonds,product_preference_corporate_bonds,product_preference_municipal_bonds,product_preference_savings_bonds,product_preference_derivatives,product_preference_alternative_investments,factor_weight_investment_goals,factor_weight_risk_tolerance,factor_weight_holding_period,factor_weight_return_score,factor_weight_product_preference,factor_weight_allocation_strength
758,0.57,0.01,0.31,0.06,0.05,1.11,1.0,1.06,5.19,1.34,5.91,26.63,17.01,23.89,19.72,5.5,11.05,40.89,21.48,17.34,7.99,1.25
759,0.25,0.23,0.08,0.17,0.27,9.73,1.0,8.69,8.13,16.25,3.04,7.67,20.08,21.78,17.41,13.77,27.4,24.17,2.49,12.4,10.58,22.96
760,0.22,0.28,0.2,0.09,0.21,7.86,3.33,1.81,1.48,3.32,23.9,25.13,3.67,10.87,15.4,17.71,44.79,14.75,8.61,0.88,15.09,15.88
761,0.18,0.15,0.16,0.25,0.26,7.31,3.33,7.76,4.64,9.58,6.0,14.99,23.2,13.8,26.9,5.53,9.88,31.63,3.84,8.23,23.43,22.99
762,0.02,0.28,0.26,0.21,0.23,2.01,6.67,4.85,9.95,18.24,15.78,7.52,5.41,1.31,25.88,25.86,17.72,8.54,1.31,25.48,29.55,17.4
763,0.0,0.32,0.19,0.24,0.25,2.07,6.67,9.89,4.99,6.74,21.45,6.27,11.8,13.84,29.71,10.19,1.63,3.09,18.93,28.45,35.38,12.52
764,0.38,0.15,0.4,0.07,0.0,3.44,3.33,4.58,2.71,0.41,13.03,10.04,15.94,30.12,1.7,28.76,30.55,10.19,6.14,27.3,12.47,13.35
765,0.18,0.14,0.31,0.28,0.09,3.14,1.0,2.48,3.07,17.48,24.78,0.59,22.76,15.19,5.8,13.4,28.29,7.91,1.2,23.64,34.03,4.93
766,0.14,0.29,0.17,0.21,0.19,2.62,6.67,3.97,5.79,6.81,6.55,8.99,22.79,19.95,12.2,22.71,19.46,24.85,15.72,15.94,1.42,22.61
767,0.23,0.22,0.19,0.18,0.18,2.45,3.33,2.32,7.18,30.06,3.15,2.03,29.43,27.49,3.85,3.99,4.38,24.41,56.72,6.53,4.05,3.91
768,0.13,0.24,0.23,0.17,0.23,1.29,10.0,1.02,1.81,22.72,21.06,25.8,15.85,10.04,2.02,2.51,5.19,21.86,19.29,21.27,25.04,7.35
769,0.18,0.14,0.24,0.21,0.23,4.03,1.0,1.88,4.21,10.15,9.58,21.96,21.73,15.18,14.1,7.3,8.18,10.21,27.03,8.09,18.0,28.49
770,0.08,0.37,0.16,0.27,0.12,2.05,6.67,1.54,9.83,11.94,27.46,13.06,15.97,10.78,19.27,1.52,1.2,5.72,14.39,37.99,21.69,19.01
771,0.04,0.3,0.26,0.04,0.36,6.99,3.33,1.56,3.57,25.81,10.47,21.98,8.07,23.73,2.5,7.44,3.78,28.46,13.32,10.49,16.77,27.18
772,0.3,0.28,0.06,0.26,0.1,9.21,6.67,1.44,4.27,20.37,10.25,6.97,6.48,18.86,21.21,15.86,38.68,4.47,11.0,10.87,28.78,6.2
773,0.3,0.3,0.08,0.17,0.15,4.05,1.0,3.44,8.66,29.95,0.24,23.52,9.46,10.4,19.76,6.67,9.37,1.19,15.98,5.0,45.35,23.11
774,0.24,0.12,0.15,0.26,0.23,8.94,1.0,6.13,9.14,5.3,20.0,9.01,16.13,20.31,13.74,15.51,6.2,14.77,31.62,5.77,32.83,8.81
775,0.07,0.21,0.32,0.17,0.23,6.06,6.67,1.76,6.33,10.72,29.67,3.58,16.7,13.98,20.68,4.67,16.92,8.6,17.14,16.4,22.77,18.17
776,0.12,0.22,0.08,0.21,0.37,9.72,1.0,4.59,4.12,19.17,3.81,11.2,21.79,18.26,2.48,23.29,1.7,4.3,21.26,18.94,26.32,27.48
777,0.08,0.34,0.17,0.23,0.18,7.36,6.67,7.33,7.02,8.86,16.66,20.02,4.84,9.59,15.31,24.72,21.71,22.36,12.73,23.41,15.62,4.17
778,0.15,0.1,0.41,0.12,0.22,3.45,3.33,9.13,1.24,20.19,14.16,15.54,12.62,22.87,9.8,4.82,22.56,10.91,2.2,33.25,3.93,27.15
779,0.19,0.11,0.11,0.03,0.56,2.21,1.0,4.3,6.8,0.69,28.75,5.31,19.53,16.18,19.0,10.54,22.56,24.26,5.74,11.63,17.5,18.31
780,0.01,0.11,0.3,0.44,0.14,5.75,1.0,2.76,8.01,22.39,6.31,4.13,12.34,12.03,13.05,29.75,18.15,13.92,19.85,8.87,17.76,21.45
781,0.24,0.26,0.23,0.1,0.17,8.17,3.33,7.47,9.3,7.62,28.15,26.6,4.41,9.65,0.28,23.29,15.92,27.07,28.02,5.43,0.37,23.19
782,0.11,0.03,0.23,0.41,0.22,9.85,1.0,4.95,8.54,18.24,17.67,8.32,24.58,4.75,6.07,20.37,16.5,8.75,22.88,34.25,12.93,4.69
783,0.03,0.44,0.06,0.3,0.17,2.78,10.0,5.71,4.37,11.07,9.77,15.78,11.65,26.03,10.41,15.29,10.68,21.01,24.69,2.89,19.48,21.25
784,0.16,0.22,0.23,0.1,0.29,7.45,6.67,8.82,6.19,13.84,9.93,13.96,24.89,1.53,22.59,13.26,26.65,15.81,10.18,21.3,5.57,20.49
785,0.23,0.19,0.13,0.1,0.35,5.7,1.0,3.62,5.55,7.4,18.17,16.62,10.0,20.25,16.24,11.32,3.87,8.95,2.11,0.68,14.73,69.66
786,0.03,0.13,0.25,0.3,0.29,2.48,1.0,3.94,5.45,3.63,31.28,28.41,1.35,14.75,11.7,8.88,14.96,19.86,27.31,3.96,8.61,25.3
787,0.3,0.28,0.31,0.0,0.11,7.58,6.67,5.29,7.83,17.65,0.98,24.28,13.14,19.9,12.8,11.25,10.39,5.63,34.2,32.72,13.51,3.55
788,0.02,0.29,0.39,0.19,0.11,2.74,1.0,3.68,7.77,0.93,32.44,21.0,0.2,27.42,13.52,4.49,2.58,0.02,27.18,42.79,16.36,11.07
789,0.41,0.32,0.07,0.05,0.15,5.99,3.33,1.54,4.78,13.74,14.41,9.99,0.43,25.23,22.1,14.1,15.58,27.54,21.58,30.17,0.79,4.34
790,0.04,0.22,0.22,0.26,0.26,8.14,10.0,3.56,2.53,20.87,10.17,22.69,12.93,19.76,5.47,8.11,11.84,35.8,4.91,14.78,1.12,31.55
791,0.27,0.49,0.03,0.11,0.1,6.23,6.67,7.19,2.62,11.5,9.29,14.48,20.83,0.33,22.84,20.73,23.9,24.88,3.78,1.06,23.86,22.52
792,0.05,0.08,0.34,0.5,0.03,5.21,3.33,3.88,5.06,30.97,21.33,7.31,17.96,8.85,0.93,12.65,16.2,18.42,34.12,2.99,4.16,24.11
793,0.31,0.1,0.28,0.28,0.03,1.44,1.0,8.76,6.64,4.79,23.33,8.59,27.59,19.61,14.44,1.65,5.05,1.74,23.35,29.26,38.65,1.95
794,0.15,0.21,0.22,0.2,0.22,5.65,6.67,7.96,4.07,36.98,21.12,2.03,4.76,4.8,6.55,23.76,34.26,26.02,1.9,13.68,19.04,5.1
795,0.22,0.06,0.14,0.3,0.28,3.98,3.33,3.25,2.4,7.73,19.77,2.19,18.15,19.46,17.54,15.16,3.57,29.44,21.0,23.6,22.18,0.21
796,0.21,0.12,0.26,0.18,0.23,4.79,1.0,8.34,6.89,9.54,12.61,18.43,32.06,16.39,8.04,2.93,22.83,4.73,18.76,9.57,6.76,37.35
797,0.29,0.17,0.03,0.28,0.23,7.08,6.67,6.96,1.4,17.56,21.47,1.84,7.55,12.37,21.75,17.46,36.65,19.76,3.08,7.8,29.01,3.7
798,0.29,0.66,0.0,0.02,0.03,6.63,3.33,4.85,2.73,2.96,13.3,16.9,23.02,17.38,25.04,1.4,22.56,26.94,12.57,0.75,29.29,7.89
799,0.14,0.27,0.16,0.18,0.25,3.76,1.0,5.68,8.05,25.42,8.29,10.79,12.76,25.52,3.54,13.68,10.51,21.68,23.49,23.52,16.65,4.15
800,0.04,0.29,0.29,0.24,0.14,1.99,6.67,3.17,4.9,19.87,12.68,2.83,19.82,20.51,22.76,1.53,14.25,35.63,7.02,0.62,17.46,25.02
801,0.23,0.25,0.11,0.18,0.23,5.17,1.0,8.62,1.8,14.89,2.31,6.15,10.85,25.63,16.4,23.77,20.71,9.3,31.4,34.08,4.28,0.23
802,0.14,0.25,0.27,0.21,0.13,2.92,10.0,1.82,8.45,20.56,0.24,17.63,22.52,20.55,16.53,1.97,3.04,43.79,20.08,18.08,0.17,14.84
803,0.08,0.34,0.18,0.27,0.13,4.3,3.33,3.45,7.86,15.84,23.01,16.77,17.54,12.06,6.11,8.67,17.2,26.47,4.2,14.91,6.34,30.88
804,0.35,0.33,0.16,0.1,0.06,6.99,1.0,9.23,4.89,11.68,6.08,24.71,9.02,18.13,16.92,13.46,18.46,23.88,20.98,2.42,13.41,20.85
805,0.27,0.08,0.34,0.24,0.07,9.5,3.33,9.61,5.54,11.72,11.3,13.3,4.45,18.15,25.53,15.55,22.89,22.53,27.7,2.8,8.59,15.49
806,0.07,0.33,0.35,0.07,0.18,9.36,10.0,4.13,6.46,11.09,11.97,7.23,19.63,14.32,16.84,18.92,28.79,5.17,15.22,21.42,6.26,23.14
807,0.12,0.3,0.41,0.12,0.05,3.62,3.33,3.65,8.97,0.16,5.52,32.89,23.53,1.23,27.27,9.4,18.43,15.96,14.73,9.74,20.58,20.56
808,0.18,0.27,0.34,0.17,0.04,1.41,10.0,7.27,1.23,9.94,18.39,18.2,10.45,20.15,5.69,17.18,20.43,11.45,10.46,25.01,12.58,20.07
809,0.27,0.34,0.18,0.21,0.0,7.72,3.33,5.94,1.86,30.36,7.77,3.38,28.5,20.72,0.57,8.7,13.64,22.76,29.66,20.04,13.65,0.25
810,0.19,0.07,0.03,0.29,0.42,1.59,6.67,8.87,7.3,18.54,21.38,2.08,9.09,16.2,11.94,20.77,20.4,17.55,18.43,18.4,4.88,20.34
811,0.09,0.09,0.32,0.26,0.24,8.48,1.0,8.11,6.38,11.36,29.38,1.43,6.67,3.66,26.14,21.36,19.8,14.37,3.6,23.84,23.14,15.25
812,0.25,0.18,0.24,0.12,0.21,6.25,1.0,4.63,4.53,16.59,6.89,24.78,17.82,10.94,2.66,20.32,2.73,27.24,15.13,23.54,14.34,17.02
813,0.21,0.23,0.14,0.36,0.06,5.19,3.33,9.22,1.03,6.1,24.3,21.48,7.04,6.56,23.71,10.81,24.7,9.14,25.51,6.05,23.04,11.56
814,0.31,0.34,0.2,0.13,0.02,5.33,10.0,4.37,3.22,1.07,28.35,10.79,10.75,6.17,18.17,24.7,0.5,7.12,27.12,33.23,31.45,0.58
815,0.19,0.29,0.1,0.18,0.24,4.5,10.0,2.15,2.91,22.86,20.1,3.47,19.58,11.98,17.88,4.13,8.36,16.15,28.87,22.85,2.59,21.18
816,0.33,0.05,0.28,0.06,0.28,7.53,3.33,5.95,8.21,14.62,20.41,15.07,23.36,1.5,16.19,8.85,8.8,11.35,1.11,28.5,18.58,31.66
817,0.3,0.1,0.13,0.2,0.27,5.32,1.0,8.48,4.66,4.98,19.24,22.9,0.75,15.39,16.13,20.61,23.11,4.49,18.46,11.21,25.34,17.39
818,0.1,0.06,0.34,0.31,0.19,9.97,1.0,5.9,3.91,15.58,21.19,18.38,4.75,18.77,4.9,16.43,12.77,31.83,23.62,13.87,16.28,1.63
819,0.44,0.29,0.11,0.14,0.02,7.8,10.0,7.03,8.45,7.97,25.87,15.49,20.6,3.25,24.33,2.49,25.16,27.78,13.56,7.12,15.44,10.94
820,0.0,0.36,0.14,0.3,0.2,5.68,10.0,6.0,8.96,21.49,4.59,14.52,17.93,25.93,7.6,7.94,14.65,3.74,31.54,12.33,20.78,16.96
821,0.13,0.27,0.22,0.09,0.29,4.36,1.0,8.83,9.46,13.91,10.04,32.81,25.26,1.73,4.57,11.68,11.25,22.09,16.88,30.56,16.16,3.06
822,0.14,0.36,0.44,0.0,0.06,6.22,1.0,2.74,6.79,17.88,17.61,7.64,10.75,19.38,10.77,15.97,0.86,31.21,25.44,5.79,33.77,2.93
823,0.05,0.19,0.23,0.34,0.19,4.74,3.33,3.54,9.47,35.54,17.2,7.73,1.59,0.86,27.02,10.06,2.8,15.17,23.18,24.58,12.45,21.82
824,0.1,0.15,0.22,0.35,0.18,9.29,6.67,1.58,9.04,24.45,6.75,27.11,16.15,9.15,16.17,0.22,18.1,14.58,10.67,21.06,8.75,26.84
825,0.08,0.34,0.17,0.36,0.05,6.15,1.0,1.87,2.77,23.94,14.09,19.6,7.42,11.15,4.08,19.72,16.42,10.77,18.57,12.34,15.42,26.48
826,0.12,0.12,0.35,0.06,0.35,2.84,6.67,4.56,4.06,15.41,3.67,23.21,5.99,4.25,23.53,23.94,33.79,10.63,11.55,3.94,8.02,32.07
827,0.16,0.09,0.23,0.07,0.45,3.05,1.0,6.34,4.49,7.32,22.83,16.4,8.15,17.17,22.23,5.9,8.93,22.54,10.31,21.34,18.31,18.57
828,0.28,0.32,0.27,0.0,0.13,8.74,6.67,8.17,5.42,17.93,1.49,18.31,19.86,19.27,19.33,3.81,13.33,2.24,20.98,23.35,7.5,32.6
829,0.27,0.22,0.21,0.23,0.07,7.51,3.33,5.89,1.31,24.78,3.05,15.06,5.15,23.98,6.79,21.19,20.22,8.61,23.41,14.11,8.33,25.32
830,0.12,0.3,0.16,0.29,0.13,8.23,1.0,5.83,8.64,24.07,8.09,23.08,9.63,3.22,18.17,13.74,17.79,6.0,13.5,20.0,36.66,6.05
831,0.33,0.24,0.12,0.06,0.25,8.94,3.33,4.71,5.34,18.92,2.41,12.01,30.12,1.43,27.96,7.15,12.55,28.84,27.85,18.61,11.37,0.78
832,0.27,0.04,0.1,0.34,0.25,9.47,6.67,8.22,7.24,11.16,23.35,5.42,18.55,22.84,10.87,7.81,34.0,0.31,31.3,4.53,23.04,6.82
833,0.36,0.08,0.4,0.09,0.07,5.34,10.0,6.81,8.89,21.98,0.57,12.03,6.11,21.71,17.54,20.06,0.16,6.11,34.4,44.53,8.36,6.44
834,0.36,0.06,0.1,0.19,0.29,7.58,10.0,6.13,9.87,3.69,14.04,11.58,19.67,22.16,16.21,12.65,19.26,19.99,19.76,23.18,16.58,1.23
835,0.18,0.15,0.32,0.22,0.13,4.46,3.33,4.02,1.98,9.08,7.11,18.39,17.04,25.24,0.03,23.11,7.34,40.13,5.01,37.27,2.71,7.54
836,0.12,0.06,0.16,0.36,0.3,9.56,3.33,5.74,2.58,6.44,12.05,23.55,22.95,1.66,16.56,16.79,24.62,32.96,2.85,1.31,21.05,17.21
837,0.15,0.33,0.2,0.07,0.25,6.19,3.33,5.62,1.53,23.98,19.27,15.72,20.99,4.51,9.53,6.0,16.66,1.71,22.14,33.71,4.69,21.09
838,0.07,0.04,0.15,0.34,0.4,8.38,10.0,5.77,1.78,15.04,5.28,4.59,16.42,21.27,17.74,19.66,14.2,11.93,27.73,23.23,20.35,2.56
839,0.12,0.21,0.28,0.25,0.14,5.91,3.33,6.98,8.24,24.1,6.3,5.38,7.01,19.0,26.34,11.87,4.4,27.15,22.8,12.44,18.41,14.8
840,0.19,0.12,0.37,0.29,0.03,5.45,3.33,8.71,3.75,8.99,32.83,34.15,8.86,2.37,4.9,7.9,18.88,25.55,2.64,23.18,26.74,3.01
841,0.4,0.08,0.37,0.01,0.14,4.17,3.33,5.1,3.63,4.57,20.36,22.18,26.44,3.76,12.25,10.44,14.42,21.09,13.55,7.43,24.29,19.22
842,0.55,0.02,0.29,0.04,0.1,2.56,6.67,4.93,9.91,2.58,8.7,8.09,18.69,21.48,18.2,22.26,22.33,3.07,0.98,42.46,5.18,25.98
843,0.18,0.23,0.26,0.22,0.11,3.84,6.67,4.25,8.07,19.6,11.68,20.42,12.74,11.8,18.62,5.14,26.67,36.43,3.36,22.6,3.41,7.53
844,0.16,0.31,0.39,0.12,0.02,8.55,3.33,5.89,1.15,25.09,5.85,12.23,17.86,7.71,4.68,26.58,26.06,20.32,8.09,14.74,25.3,5.49
845,0.3,0.09,0.36,0.24,0.01,2.57,3.33,3.87,3.45,21.32,15.37,23.12,1.49,12.17,11.8,14.73,23.28,12.59,20.84,20.66,5.96,16.67
846,0.22,0.18,0.13,0.07,0.4,9.6,1.0,9.08,2.76,16.05,26.27,18.72,5.28,16.46,1.42,15.8,44.15,6.01,33.05,3.73,9.82,3.24
847,0.19,0.25,0.22,0.13,0.21,6.25,3.33,8.05,3.95,16.78,12.0,1.33,19.24,13.19,15.59,21.87,29.81,10.7,26.53,20.1,11.92,0.94
848,0.18,0.31,0.19,0.1,0.22,4.19,1.0,1.68,5.02,12.8,16.73,16.46,5.37,7.22,20.32,21.1,19.79,16.54,1.97,22.22,13.15,26.33
849,0.27,0.31,0.05,0.24,0.13,9.41,10.0,6.41,7.32,6.43,19.96,5.73,22.19,20.75,19.22,5.72,30.68,35.09,3.87,2.74,25.04,2.58
850,0.26,0.29,0.03,0.06,0.36,9.56,1.0,5.73,1.63,4.72,40.83,5.09,6.84,24.09,15.18,3.25,16.19,35.88,8.88,24.91,3.24,10.9
851,0.0,0.27,0.21,0.22,0.3,1.41,3.33,6.14,7.24,15.5,0.5,13.68,5.04,29.91,13.92,21.45,32.52,12.62,4.21,36.31,3.38,10.96
852,0.32,0.18,0.07,0.13,0.3,6.03,3.33,4.37,7.41,20.8,7.43,2.78,7.01,27.86,15.72,18.4,18.39,9.78,4.8,18.55,27.1,21.38
853,0.14,0.21,0.13,0.25,0.27,4.02,1.0,1.54,4.01,1.3,17.23,9.11,24.07,17.52,6.1,24.67,18.97,22.71,21.48,20.33,3.45,13.06
854,0.13,0.13,0.3,0.08,0.36,6.65,6.67,5.07,9.72,18.31,4.15,18.8,10.22,23.78,6.77,17.97,7.32,22.7,18.75,15.13,18.73,17.37
855,0.1,0.36,0.2,0.22,0.12,6.68,10.0,5.7,8.52,17.21,8.54,26.92,5.83,13.86,11.53,16.11,21.69,7.35,18.36,20.55,28.45,3.6
856,0.02,0.3,0.05,0.3,0.33,6.82,6.67,1.98,5.66,15.94,10.7,25.49,0.28,21.13,24.85,1.61,8.94,26.22,35.73,11.85,2.33,14.93
857,0.03,0.39,0.08,0.04,0.46,2.87,6.67,2.86,3.44,27.84,5.98,1.97,31.62,26.75,0.81,5.03,24.46,26.19,21.13,11.49,6.24,10.49
858,0.03,0.35,0.05,0.29,0.28,8.42,1.0,6.7,9.77,1.27,9.59,16.59,22.77,21.47,21.46,6.85,26.27,8.48,32.2,16.54,14.51,2.0
859,0.26,0.08,0.29,0.35,0.02,7.19,3.33,7.41,6.47,33.13,4.6,5.67,24.26,4.93,21.42,5.99,24.96,24.84,6.77,15.42,3.79,24.22
860,0.34,0.32,0.11,0.07,0.16,8.66,10.0,4.05,2.6,11.45,22.23,0.07,20.04,20.03,4.26,21.92,15.41,14.16,20.88,23.23,22.06,4.26
861,0.19,0.13,0.19,0.34,0.15,5.25,6.67,6.05,7.34,1.28,10.66,32.24,19.09,3.23,6.57,26.93,25.07,0.05,26.06,20.66,8.88,19.28
862,0.06,0.25,0.21,0.11,0.37,9.92,10.0,3.85,4.62,16.88,17.82,8.03,19.29,0.58,15.27,22.13,10.74,2.9,34.95,9.19,29.68,12.54
863,0.13,0.34,0.1,0.04,0.39,9.51,1.0,6.33,1.01,21.04,0.92,8.73,0.7,22.29,22.22,24.1,27.96,2.07,26.79,17.24,18.61,7.33
864,0.37,0.06,0.36,0.01,0.2,6.02,3.33,3.65,4.32,21.56,20.61,13.13,17.69,2.53,22.39,2.09,9.15,39.87,10.64,26.31,13.85,0.18
865,0.23,0.0,0.09,0.29,0.39,7.76,3.33,3.9,9.66,19.6,20.08,21.27,12.95,4.11,19.94,2.05,30.52,4.2,5.5,19.07,38.95,1.76
866,0.34,0.1,0.04,0.36,0.16,9.68,3.33,4.23,6.88,14.88,18.34,10.99,14.22,8.06,15.5,18.01,4.9,19.75,19.68,12.66,22.36,20.65
867,0.22,0.21,0.2,0.18,0.19,6.03,3.33,1.15,6.95,18.64,6.5,17.31,16.83,15.56,7.22,17.94,10.56,25.33,3.46,25.98,28.07,6.6
868,0.27,0.04,0.45,0.13,0.11,7.27,3.33,9.19,1.21,3.43,17.27,7.39,21.19,22.38,15.96,12.38,12.58,32.72,33.79,1.02,6.79,13.1
869,0.21,0.13,0.25,0.29,0.12,5.53,6.67,2.42,1.89,15.86,14.48,11.78,13.23,18.0,9.66,16.99,20.21,0.79,18.15,21.55,0.27,39.03
870,0.03,0.16,0.37,0.22,0.22,7.17,6.67,6.87,1.62,9.98,7.33,5.16,23.16,3.89,25.46,25.02,1.73,36.17,8.14,2.28,29.81,21.87
871,0.04,0.12,0.35,0.36,0.13,9.16,6.67,4.3,9.56,6.24,10.9,18.07,6.46,19.41,18.74,20.18,30.26,12.64,22.06,22.47,10.98,1.59
872,0.29,0.24,0.19,0.16,0.12,9.01,6.67,2.6,4.15,10.61,18.8,15.21,13.56,5.85,13.0,22.97,24.95,29.08,15.87,6.49,9.46,14.15
873,0.07,0.19,0.31,0.1,0.33,2.0,6.67,4.02,4.96,18.94,21.79,4.54,8.19,15.94,15.86,14.74,3.76,24.17,21.93,4.45,19.33,26.36
874,0.22,0.02,0.44,0.23,0.09,6.98,1.0,2.3,6.76,8.13,21.01,10.32,23.15,13.63,6.85,16.91,10.9,5.25,21.1,20.66,12.57,29.52
875,0.19,0.0,0.3,0.19,0.32,5.96,1.0,6.34,6.29,24.5,14.03,22.22,11.17,8.04,17.51,2.53,8.3,15.45,24.87,11.59,10.3,29.49
876,0.29,0.21,0.13,0.03,0.34,1.45,6.67,6.71,7.56,7.56,5.21,28.2,4.97,23.42,15.53,15.11,24.06,20.64,3.01,5.6,25.02,21.67
877,0.26,0.3,0.14,0.29,0.01,3.22,6.67,8.42,3.32,27.21,0.21,20.03,32.76,1.93,10.99,6.87,7.23,23.92,10.54,21.67,20.72,15.92
878,0.26,0.25,0.13,0.13,0.23,6.88,3.33,2.54,1.97,32.68,10.05,25.74,1.17,26.97,0.29,3.1,15.88,20.91,13.28,25.9,9.38,14.65
879,0.09,0.15,0.02,0.06,0.68,6.48,1.0,6.58,1.78,1.25,22.79,0.82,24.83,9.91,28.05,12.35,14.85,22.14,13.85,13.14,16.31,19.71
880,0.23,0.25,0.19,0.15,0.18,2.12,3.33,5.47,9.58,8.35,15.81,15.2,14.58,15.52,15.75,14.79,25.37,12.01,23.12,15.7,12.74,11.06
881,0.19,0.26,0.31,0.06,0.18,5.2,6.67,4.17,3.06,2.41,25.41,23.89,12.3,27.58,5.92,2.49,18.42,14.99,10.23,16.31,28.9,11.15
882,0.24,0.17,0.18,0.22,0.19,3.92,6.67,6.58,9.36,9.45,19.57,3.83,23.1,2.58,25.16,16.31,24.44,13.24,6.98,19.47,17.5,18.37
883,0.38,0.15,0.1,0.17,0.2,1.69,1.0,7.43,9.46,18.91,19.31,12.2,15.08,17.23,3.69,13.58,7.6,26.97,18.6,2.49,30.68,13.66
884,0.29,0.1,0.22,0.2,0.19,2.15,10.0,9.58,4.19,17.33,16.48,12.84,0.13,21.39,13.26,18.57,11.8,18.05,19.02,15.21,21.48,14.44
885,0.18,0.26,0.23,0.08,0.25,8.72,3.33,3.13,2.4,25.54,21.99,6.68,21.17,1.56,11.44,11.62,21.86,24.66,24.52,11.83,7.19,9.94
886,0.04,0.31,0.2,0.16,0.29,1.03,6.67,1.78,9.79,10.94,16.34,11.55,12.69,18.22,15.61,14.65,24.21,4.45,27.61,6.95,26.96,9.82
887,0.18,0.07,0.26,0.26,0.23,6.68,10.0,4.23,9.02,24.97,0.03,13.36,19.89,15.47,18.51,7.77,46.21,29.61,0.53,0.79,13.44,9.42
888,0.19,0.2,0.33,0.22,0.06,8.11,10.0,2.6,4.29,14.0,10.93,3.31,8.8,12.86,24.84,25.26,20.93,16.2,21.95,14.86,20.74,5.32
889,0.17,0.26,0.18,0.15,0.24,2.16,10.0,3.26,1.67,23.76,14.19,14.11,8.69,13.56,12.59,13.1,10.67,3.86,28.9,12.62,24.49,19.46
890,0.27,0.36,0.04,0.07,0.26,4.45,1.0,8.29,6.61,10.74,14.41,14.38,18.53,14.55,9.05,18.34,11.39,12.08,5.83,7.7,24.12,38.88
891,0.03,0.3,0.28,0.19,0.2,3.21,3.33,1.51,2.89,14.12,16.5,7.1,34.03,16.72,10.14,1.39,23.06,19.08,26.01,11.76,9.93,10.16
892,0.13,0.22,0.38,0.2,0.07,2.54,1.0,8.5,8.46,7.82,30.03,10.81,16.06,4.56,13.74,16.98,29.53,14.51,26.35,7.74,0.67,21.2
893,0.29,0.21,0.2,0.12,0.18,4.44,10.0,6.73,6.34,17.67,4.37,17.84,15.91,5.88,21.68,16.65,2.43,20.83,1.2,23.17,17.37,35.0
894,0.5,0.07,0.19,0.16,0.08,8.86,6.67,9.01,7.27,11.24,25.01,19.87,24.0,8.0,7.5,4.38,23.17,12.62,12.9,10.56,19.6,21.15
895,0.05,0.12,0.09,0.48,0.26,8.0,3.33,6.8,2.45,5.84,2.37,7.08,13.02,38.03,24.85,8.81,24.98,17.14,14.04,28.63,5.8,9.41
896,0.14,0.3,0.26,0.11,0.19,9.62,1.0,9.74,9.8,3.23,14.46,24.84,26.51,8.52,18.87,3.57,5.83,16.52,23.04,32.27,22.02,0.32
897,0.15,0.43,0.03,0.02,0.37,7.9,3.33,2.01,3.68,9.36,8.67,37.58,14.41,13.75,6.79,9.44,8.21,0.65,13.42,29.35,22.06,26.31
898,0.23,0.17,0.29,0.22,0.09,4.37,1.0,5.57,1.98,15.51,17.5,5.42,26.19,7.84,25.71,1.83,17.96,0.04,25.78,21.11,12.0,23.11
899,0.29,0.27,0.04,0.33,0.07,6.37,10.0,6.13,2.71,7.02,12.91,16.15,14.83,18.2,12.51,18.38,14.18,19.43,6.7,25.6,12.01,22.08
900,0.2,0.36,0.13,0.07,0.24,4.47,3.33,8.03,1.13,13.15,23.45,14.07,17.9,9.35,21.36,0.72,1.75,27.87,20.09,1.43,22.71,26.15
901,0.19,0.26,0.29,0.16,0.1,4.93,10.0,7.15,3.64,11.41,17.9,13.78,14.64,19.67,18.22,4.38,29.01,3.88,27.28,11.5,14.23,14.1
902,0.14,0.29,0.16,0.33,0.08,9.31,6.67,2.23,8.12,30.15,22.09,9.64,12.84,22.14,1.54,1.6,22.93,9.24,27.9,13.1,10.93,15.9
903,0.47,0.07,0.22,0.13,0.11,5.51,10.0,1.48,9.51,19.37,15.64,7.51,12.65,10.94,16.65,17.24,7.01,7.54,16.87,23.01,5.12,40.45
904,0.28,0.09,0.21,0.13,0.29,1.06,1.0,3.91,1.5,23.61,5.56,10.95,16.57,26.1,17.02,0.19,32.77,3.34,31.88,17.77,9.8,4.44
905,0.07,0.43,0.26,0.22,0.02,2.85,10.0,7.26,5.94,21.41,12.99,18.11,13.8,15.45,1.39,16.85,14.11,14.18,19.0,16.04,17.82,18.85
906,0.05,0.28,0.21,0.19,0.27,1.35,6.67,4.09,8.25,15.9,12.63,21.27,5.01,21.27,0.49,23.43,6.35,23.57,23.61,20.07,25.18,1.22
907,0.14,0.28,0.17,0.27,0.14,5.49,3.33,2.52,9.1,20.27,24.04,6.79,28.85,1.45,2.4,16.2,10.79,0.1,4.3,32.97,16.29,35.55
908,0.27,0.09,0.12,0.14,0.38,6.68,1.0,6.76,7.54,13.93,18.93,8.1,14.23,14.88,17.6,12.33,10.16,14.3,12.25,25.99,8.84,28.46
909,0.27,0.43,0.13,0.05,0.12,6.93,1.0,8.61,4.28,13.9,0.16,34.51,17.77,7.17,3.61,22.88,23.9,17.24,3.66,14.21,4.54,36.45
