user_id,investment_goal_long_term_growth,investment_goal_stable_income,investment_goal_balanced_approach,investment_goal_high_risk_high_reward,investment_goal_short_term_trading,risk_tolerance,holding_period_response,holding_period_reaction_strength,expected_return_score,product_preference_stocks,product_preference_etfs,product_preference_government_bonds,product_preference_corporate_bonds,product_preference_municipal_bonds,product_preference_savings_bonds,product_preference_derivatives,product_preference_alternative_investments,factor_weight_investment_goals,factor_weight_risk_tolerance,factor_weight_holding_period,factor_weight_return_score,factor_weight_product_preference
758,0.11,0.19,0.05,0.32,0.33,4.89,10.0,9.8,7.7,12.0,14.13,8.79,22.28,22.06,3.92,6.95,9.87,24.81,32.46,32.77,1.41,8.55
759,0.02,0.38,0.14,0.08,0.38,8.88,6.67,2.71,3.68,15.15,13.59,5.39,12.63,3.51,23.35,5.23,21.15,16.76,12.58,37.64,29.9,3.12
760,0.28,0.38,0.0,0.34,0.0,4.28,6.67,5.6,3.9,18.27,9.78,0.57,22.19,22.53,9.96,12.24,4.46,18.92,30.35,18.53,26.54,5.66
761,0.12,0.2,0.22,0.21,0.25,7.5,6.67,2.8,4.1,25.38,17.31,8.32,14.36,11.94,17.38,5.24,0.07,20.63,12.84,32.03,2.99,31.51
762,0.02,0.35,0.23,0.38,0.02,7.22,1.0,7.53,9.95,4.82,0.62,20.28,13.57,15.46,7.44,19.19,18.62,2.42,18.72,11.82,28.26,38.78
763,0.35,0.32,0.16,0.03,0.14,7.85,3.33,3.82,2.9,17.82,7.02,22.14,1.88,2.08,11.89,16.98,20.19,23.64,27.16,1.85,31.65,15.7
764,0.07,0.12,0.29,0.16,0.36,8.99,10.0,5.98,5.88,5.34,10.41,3.39,13.99,19.97,8.35,20.6,17.95,33.58,13.15,24.17,20.78,8.32
765,0.31,0.2,0.19,0.22,0.08,3.27,10.0,5.62,4.64,13.92,5.5,22.58,1.05,29.27,15.06,10.38,2.24,18.47,8.44,4.04,60.28,8.77
766,0.25,0.23,0.09,0.27,0.16,7.43,6.67,3.77,5.35,19.26,7.2,24.76,8.95,0.99,6.02,27.28,5.54,29.87,4.24,13.35,29.12,23.42
767,0.14,0.19,0.02,0.5,0.15,4.1,1.0,5.95,9.28,0.54,19.38,21.47,23.66,2.1,5.26,17.16,10.43,25.63,15.22,5.43,26.9,26.82
768,0.3,0.38,0.05,0.24,0.03,4.8,1.0,2.09,5.84,10.33,14.63,16.75,10.36,17.57,21.65,4.88,3.83,5.13,12.58,25.84,46.57,9.88
769,0.41,0.08,0.24,0.14,0.13,1.26,3.33,5.07,8.14,16.6,9.59,8.38,6.19,0.26,19.69,21.26,18.03,39.37,27.98,16.97,15.24,0.44
770,0.14,0.07,0.33,0.38,0.08,9.51,3.33,6.42,8.21,3.09,17.4,17.56,24.87,1.87,8.57,18.16,8.48,24.84,12.69,9.63,37.12,15.72
771,0.0,0.16,0.1,0.29,0.45,1.33,6.67,2.61,6.92,22.15,12.05,23.52,12.67,6.15,18.43,5.0,0.03,18.47,30.71,14.69,8.96,27.17
772,0.07,0.17,0.26,0.23,0.27,5.43,1.0,8.54,3.92,15.06,30.56,31.24,1.5,16.28,2.4,1.6,1.36,19.8,3.36,66.92,3.48,6.44
773,0.28,0.05,0.26,0.13,0.28,3.8,1.0,9.75,7.13,6.31,8.35,14.45,12.33,14.64,14.17,14.92,14.83,23.0,5.77,24.76,20.98,25.49
774,0.27,0.28,0.21,0.12,0.12,4.25,10.0,6.53,7.8,17.92,2.6,11.53,4.01,22.53,10.28,12.59,18.54,3.6,63.13,13.17,17.6,2.5
775,0.07,0.22,0.19,0.23,0.29,6.75,10.0,1.42,4.18,10.2,3.99,0.32,13.01,22.14,2.58,27.59,20.17,26.41,28.06,16.81,25.85,2.87
776,0.05,0.23,0.22,0.23,0.27,7.22,10.0,2.12,1.73,8.23,22.01,19.18,12.77,18.95,2.67,4.57,11.62,9.89,54.64,19.71,13.39,2.37
777,0.22,0.23,0.31,0.15,0.09,4.39,1.0,2.27,7.13,9.36,19.32,10.37,1.14,4.06,15.6,28.08,12.07,7.57,38.46,33.54,8.43,12.0
778,0.27,0.17,0.13,0.24,0.19,8.13,10.0,2.49,9.57,4.13,6.85,13.93,14.47,13.12,8.22,21.85,17.43,0.08,17.34,44.29,5.72,32.57
779,0.39,0.18,0.06,0.03,0.34,4.44,6.67,6.64,6.82,10.59,11.55,35.36,3.52,32.2,1.05,4.84,0.89,42.71,7.11,3.24,38.48,8.46
780,0.16,0.16,0.25,0.27,0.16,2.76,10.0,5.09,9.07,0.64,14.36,17.8,18.12,9.61,9.56,14.43,15.48,18.72,9.21,34.02,31.72,6.33
781,0.24,0.36,0.06,0.03,0.31,1.93,3.33,6.39,4.27,1.43,4.66,7.6,17.34,23.33,13.68,20.27,11.69,28.74,16.76,3.17,19.95,31.38
782,0.16,0.11,0.31,0.3,0.12,4.5,10.0,5.13,6.76,7.92,20.21,3.98,3.67,0.43,31.27,13.67,18.85,31.5,12.27,29.3,3.71,23.22
783,0.25,0.06,0.22,0.26,0.21,2.93,10.0,6.89,9.12,11.14,14.61,18.1,17.67,11.05,4.28,13.09,10.06,11.46,53.01,6.57,7.51,21.45
784,0.18,0.45,0.01,0.26,0.1,1.81,1.0,8.07,8.84,16.87,18.01,16.2,4.8,16.05,11.9,14.27,1.9,6.93,35.97,1.44,32.83,22.83
785,0.4,0.1,0.14,0.29,0.07,7.05,6.67,5.84,7.49,0.59,31.2,9.86,20.38,13.99,11.4,2.85,9.73,4.62,5.76,26.95,27.99,34.68
786,0.18,0.23,0.18,0.24,0.17,5.24,3.33,7.76,5.7,19.79,10.46,16.47,22.77,0.67,12.77,10.43,6.64,5.95,24.89,29.44,31.48,8.24
787,0.2,0.23,0.32,0.24,0.01,5.21,3.33,4.15,5.58,11.95,12.8,19.32,2.7,9.58,19.31,15.37,8.97,16.73,7.18,18.71,26.89,30.49
788,0.12,0.21,0.08,0.38,0.21,1.52,3.33,5.23,9.85,28.29,16.94,4.71,1.86,18.13,1.32,15.03,13.72,37.06,38.03,0.54,5.34,19.03
789,0.14,0.32,0.12,0.22,0.2,4.64,1.0,9.07,5.37,16.47,9.89,5.53,19.24,19.36,0.11,11.14,18.26,21.4,7.11,33.35,33.37,4.77
790,0.26,0.42,0.12,0.15,0.05,1.4,1.0,8.69,9.7,14.64,8.3,1.67,18.34,9.56,19.98,19.31,8.2,30.65,2.46,19.36,33.88,13.65
791,0.21,0.31,0.14,0.13,0.21,2.47,6.67,7.93,3.6,9.71,3.03,19.56,12.55,19.9,2.27,16.21,16.77,21.38,41.07,13.09,19.57,4.89
792,0.39,0.11,0.24,0.22,0.04,3.39,1.0,3.36,3.99,13.6,17.8,6.1,15.61,16.99,16.04,1.62,12.24,13.81,6.35,37.3,10.64,31.9
793,0.23,0.2,0.12,0.04,0.41,6.38,1.0,1.07,8.73,3.42,20.71,13.81,12.98,17.83,12.65,6.19,12.41,3.49,1.62,44.35,31.77,18.77
794,0.09,0.33,0.14,0.33,0.11,8.15,3.33,1.11,7.72,11.55,18.86,17.37,6.84,7.89,10.27,22.17,5.05,25.17,16.73,4.81,15.82,37.47
795,0.09,0.23,0.23,0.13,0.32,6.65,6.67,1.49,1.91,16.84,14.1,8.31,15.85,0.74,11.77,14.75,17.64,2.12,23.69,35.91,5.32,32.96
796,0.03,0.33,0.33,0.21,0.1,2.23,1.0,3.22,3.87,20.34,4.04,11.67,20.07,9.77,6.23,18.93,8.95,19.78,9.23,16.87,20.02,34.1
797,0.2,0.02,0.66,0.05,0.07,7.42,6.67,5.84,1.66,19.11,9.03,7.87,6.5,23.33,7.71,7.16,19.29,12.48,32.05,30.78,4.24,20.45
798,0.26,0.01,0.37,0.11,0.25,4.1,3.33,1.26,5.57,11.08,8.88,18.29,19.27,16.81,12.47,2.69,10.51,20.0,18.71,11.3,10.7,39.29
799,0.37,0.28,0.28,0.07,0.0,3.48,3.33,2.02,9.42,27.31,0.19,8.93,0.66,18.21,21.6,18.56,4.54,16.44,10.06,23.73,19.0,30.77
800,0.31,0.24,0.3,0.1,0.05,5.35,3.33,8.63,9.94,13.47,5.17,6.91,19.43,13.19,18.35,4.86,18.62,28.62,29.29,13.12,26.91,2.06
801,0.14,0.18,0.37,0.26,0.05,2.42,3.33,6.02,7.13,4.45,11.34,15.35,0.25,13.92,16.3,14.78,23.61,19.99,11.13,0.33,65.07,3.48
802,0.32,0.06,0.34,0.09,0.19,2.97,1.0,7.47,1.29,3.31,24.74,2.56,7.45,9.43,24.12,20.01,8.38,18.65,40.5,2.34,21.98,16.53
803,0.3,0.12,0.12,0.2,0.26,7.59,10.0,5.38,2.6,0.41,23.74,11.49,22.05,0.78,4.65,17.14,19.74,41.63,5.5,18.59,11.22,23.06
804,0.12,0.25,0.26,0.22,0.15,6.36,3.33,5.48,2.75,1.02,8.81,6.88,13.35,28.46,5.93,20.27,15.28,27.9,7.68,32.73,22.22,9.47
805,0.29,0.18,0.11,0.31,0.11,8.81,3.33,9.21,9.2,1.07,23.52,0.52,15.25,23.68,27.7,4.77,3.49,4.4,28.81,36.09,22.96,7.74
806,0.4,0.06,0.19,0.1,0.25,7.94,10.0,8.88,7.7,11.71,10.02,15.72,16.34,4.2,13.5,14.32,14.19,23.71,7.82,28.21,29.69,10.57
807,0.3,0.11,0.1,0.16,0.33,1.72,10.0,2.19,8.02,21.56,2.79,22.01,12.65,0.32,10.92,16.47,13.28,45.64,12.35,5.67,6.24,30.1
808,0.08,0.29,0.26,0.16,0.21,3.34,10.0,5.15,5.84,1.24,6.06,13.32,20.29,18.18,21.32,14.92,4.67,24.13,38.84,20.73,10.48,5.82
809,0.39,0.09,0.25,0.07,0.2,2.26,3.33,4.2,5.2,3.32,26.38,24.58,8.64,8.58,14.41,9.23,4.86,25.96,14.67,24.47,12.99,21.91
810,0.16,0.19,0.21,0.24,0.2,8.56,3.33,5.09,9.53,6.55,6.54,13.77,20.46,18.93,7.33,15.8,10.62,33.16,5.37,10.28,16.11,35.08
811,0.05,0.21,0.33,0.1,0.31,7.87,6.67,9.55,6.87,25.3,22.38,20.85,4.09,1.17,2.29,16.07,7.85,1.04,0.2,44.95,13.46,40.35
812,0.17,0.28,0.16,0.25,0.14,9.08,1.0,2.46,9.27,11.4,2.89,2.95,26.8,15.8,13.68,18.9,7.58,10.19,32.73,13.68,28.65,14.75
813,0.21,0.06,0.17,0.3,0.26,8.39,6.67,6.44,3.59,18.14,1.04,10.79,1.04,12.2,24.35,25.62,6.82,6.67,22.11,24.45,37.26,9.51
814,0.22,0.2,0.35,0.2,0.03,6.6,1.0,4.28,2.15,9.14,8.91,18.27,0.48,12.91,15.53,15.34,19.42,5.85,9.24,36.94,32.68,15.29
815,0.04,0.21,0.17,0.33,0.25,6.21,6.67,6.61,3.26,19.54,17.61,20.91,5.51,4.59,15.71,13.32,2.81,30.2,25.11,23.17,2.79,18.73
816,0.24,0.28,0.04,0.25,0.19,1.27,6.67,7.41,4.65,9.11,4.07,12.84,20.64,15.85,24.34,9.43,3.72,1.79,30.0,16.34,33.22,18.65
817,0.27,0.14,0.3,0.04,0.25,9.09,6.67,7.25,2.55,18.73,14.18,1.56,19.97,12.28,0.81,18.96,13.51,17.67,25.19,26.81,4.44,25.89
818,0.12,0.11,0.27,0.27,0.23,7.53,3.33,6.9,7.37,30.56,0.45,2.58,14.31,33.45,0.75,16.94,0.96,26.01,25.09,13.99,27.09,7.82
819,0.25,0.23,0.25,0.21,0.06,1.11,3.33,4.66,5.95,18.29,11.67,10.29,18.26,7.15,7.55,17.88,8.91,14.1,17.55,16.57,27.18,24.6
820,0.25,0.21,0.14,0.13,0.27,1.42,3.33,5.18,6.91,0.54,15.04,23.79,21.89,14.35,15.37,3.42,5.6,1.79,18.97,14.45,17.0,47.79
821,0.19,0.16,0.08,0.37,0.2,4.1,3.33,1.02,6.97,3.93,26.26,24.37,20.32,7.16,2.04,10.8,5.12,9.24,21.01,18.67,50.48,0.6
822,0.19,0.25,0.22,0.15,0.19,4.03,6.67,4.73,4.41,14.06,16.32,1.09,1.82,18.04,21.19,13.13,14.35,14.74,26.91,20.15,29.16,9.04
823,0.19,0.23,0.1,0.24,0.24,8.54,1.0,1.51,7.92,17.57,1.02,8.8,10.83,5.13,20.48,18.43,17.74,24.58,37.99,10.86,6.5,20.07
824,0.2,0.27,0.22,0.2,0.11,1.7,10.0,4.66,7.12,2.66,19.46,10.58,20.23,13.49,7.54,19.94,6.1,25.51,19.71,49.06,0.69,5.03
825,0.23,0.33,0.22,0.21,0.01,8.84,10.0,5.33,6.1,1.48,5.12,0.27,1.74,29.15,30.86,3.69,27.69,30.21,15.3,25.56,8.63,20.3
826,0.02,0.19,0.31,0.11,0.37,6.98,6.67,2.73,7.49,9.27,16.58,16.17,4.41,9.32,10.66,19.68,13.91,1.15,5.69,33.51,17.97,41.68
827,0.03,0.28,0.28,0.15,0.26,1.81,6.67,4.77,3.29,15.08,22.05,10.24,11.82,10.71,7.15,2.82,20.13,6.86,5.88,27.54,21.26,38.46
828,0.05,0.4,0.15,0.26,0.14,6.35,6.67,2.85,4.67,5.09,12.27,16.68,15.18,11.75,6.27,17.03,15.73,2.13,25.08,19.88,23.65,29.26
829,0.26,0.03,0.11,0.25,0.35,2.71,1.0,7.16,4.51,10.03,16.66,14.02,14.58,5.1,11.06,16.47,12.08,48.25,1.48,4.67,10.74,34.86
830,0.35,0.11,0.21,0.24,0.09,6.18,3.33,2.09,1.69,2.76,18.43,22.63,26.35,9.32,12.18,4.77,3.56,3.98,22.19,17.03,26.46,30.34
831,0.23,0.29,0.03,0.17,0.28,3.62,10.0,7.09,2.55,15.55,2.06,14.47,23.57,0.23,11.76,26.57,5.79,25.87,34.0,10.15,29.84,0.14
832,0.08,0.27,0.13,0.31,0.21,3.6,3.33,8.1,3.83,6.65,11.49,19.72,20.84,16.51,18.78,1.49,4.52,15.55,1.01,40.01,14.08,29.35
833,0.47,0.2,0.01,0.1,0.22,2.03,1.0,3.64,3.73,16.33,13.24,17.75,20.39,5.02,16.6,5.15,5.52,1.33,18.36,11.01,46.3,23.0
834,0.23,0.33,0.16,0.1,0.18,7.05,1.0,6.96,6.84,10.64,4.29,17.54,11.29,19.06,15.49,0.18,21.51,20.74,29.55,26.29,0.57,22.85
835,0.31,0.04,0.29,0.21,0.15,3.8,1.0,5.61,3.75,18.89,8.54,12.88,20.71,2.67,13.99,5.81,16.51,13.29,19.0,21.65,16.56,29.5
836,0.1,0.02,0.12,0.31,0.45,9.31,10.0,4.01,4.22,16.56,5.23,8.27,13.93,7.84,21.64,21.38,5.15,28.85,3.18,27.45,20.1,20.42
837,0.08,0.18,0.31,0.28,0.15,5.76,1.0,8.9,5.01,9.89,16.48,4.09,25.59,4.2,21.19,4.62,13.94,20.7,1.75,41.28,6.74,29.53
838,0.27,0.29,0.08,0.27,0.09,2.52,1.0,1.4,9.55,4.24,19.97,18.35,16.95,12.8,5.27,16.91,5.51,36.32,6.5,1.2,27.13,28.85
839,0.06,0.28,0.1,0.23,0.33,1.7,3.33,6.91,5.56,9.65,17.36,18.86,9.42,10.77,12.13,6.45,15.36,11.46,13.96,40.34,19.3,14.94
840,0.23,0.23,0.11,0.15,0.28,5.45,10.0,3.89,1.99,0.29,13.6,9.54,23.21,1.95,21.89,24.74,4.78,5.57,9.42,36.52,29.12,19.37
841,0.32,0.17,0.1,0.09,0.32,4.42,3.33,4.69,7.32,15.73,1.08,13.54,13.58,17.06,10.6,13.97,14.44,34.41,27.73,7.04,13.23,17.59
842,0.03,0.08,0.25,0.26,0.38,1.03,3.33,2.6,2.13,5.07,8.64,8.02,15.29,19.58,19.96,7.36,16.08,9.84,30.63,10.1,2.61,46.82
843,0.26,0.18,0.23,0.22,0.11,1.4,1.0,1.22,5.85,14.93,15.18,10.85,7.9,12.46,17.36,9.4,11.92,6.46,4.54,49.0,38.85,1.15
844,0.27,0.09,0.35,0.11,0.18,6.37,1.0,5.19,9.95,19.76,13.36,19.65,2.98,12.46,12.43,12.08,7.28,31.52,15.3,21.75,30.01,1.42
845,0.05,0.04,0.13,0.39,0.39,1.87,6.67,9.92,7.96,11.53,21.01,7.45,1.06,14.2,7.1,26.61,11.04,30.44,23.51,26.87,7.62,11.56
846,0.24,0.19,0.26,0.13,0.18,7.74,10.0,3.34,2.08,0.97,12.43,4.73,8.57,25.47,17.33,15.93,14.57,15.54,5.15,27.59,12.36,39.36
847,0.34,0.12,0.03,0.44,0.07,6.17,10.0,4.23,7.71,2.39,6.72,22.23,3.08,1.82,14.37,21.52,27.87,7.34,12.59,31.52,39.2,9.35
848,0.22,0.35,0.12,0.1,0.21,5.36,3.33,9.77,2.03,0.47,21.76,15.81,9.88,3.99,16.22,13.75,18.12,16.02,5.72,6.03,35.71,36.52
849,0.11,0.27,0.1,0.41,0.11,5.1,1.0,9.0,7.51,6.81,24.53,6.51,12.8,7.74,4.62,13.28,23.71,31.64,31.84,24.08,0.72,11.72
850,0.36,0.29,0.01,0.15,0.19,7.86,6.67,4.8,5.82,24.17,9.54,4.11,0.46,35.87,0.5,9.3,16.05,29.39,22.26,25.17,7.27,15.91
851,0.31,0.12,0.33,0.07,0.17,2.02,10.0,9.87,7.17,13.39,15.47,11.74,19.07,17.75,6.4,12.64,3.54,36.64,12.46,1.22,18.41,31.27
852,0.19,0.34,0.26,0.06,0.15,4.02,10.0,9.71,7.48,2.44,17.65,17.75,4.66,10.24,14.43,13.13,19.7,17.69,24.61,23.89,14.04,19.77
853,0.25,0.18,0.17,0.2,0.2,5.52,6.67,1.33,1.02,12.5,3.95,19.23,22.03,5.8,19.89,10.71,5.89,6.79,17.69,24.25,25.72,25.55
854,0.1,0.1,0.12,0.4,0.28,8.65,10.0,8.0,2.29,21.71,5.86,10.77,1.32,29.51,6.41,0.93,23.49,23.61,28.09,7.14,21.83,19.33
855,0.28,0.29,0.06,0.17,0.2,3.15,1.0,6.47,7.39,18.43,17.3,11.76,17.51,4.12,13.82,7.03,10.03,27.97,13.15,4.03,20.63,34.22
856,0.28,0.13,0.12,0.26,0.21,9.66,10.0,7.27,1.85,18.6,13.08,12.01,6.52,18.18,11.75,5.34,14.52,0.77,33.22,28.42,27.16,10.43
857,0.39,0.15,0.26,0.13,0.07,5.12,6.67,9.71,9.71,18.78,13.25,7.83,2.49,16.99,19.22,3.61,17.83,32.11,19.47,26.19,8.88,13.35
858,0.07,0.12,0.19,0.24,0.38,2.3,6.67,2.34,2.03,11.23,16.02,12.52,1.73,18.29,17.68,8.37,14.16,16.69,21.45,9.51,25.38,26.97
859,0.24,0.21,0.1,0.16,0.29,6.9,1.0,2.76,5.7,17.82,2.71,14.97,18.15,18.34,11.79,10.62,5.6,8.37,16.67,24.15,38.02,12.79
860,0.19,0.19,0.25,0.17,0.2,1.02,3.33,4.67,3.39,4.37,11.24,10.51,19.8,9.01,9.82,30.62,4.63,23.6,8.76,22.12,27.12,18.4
861,0.27,0.15,0.2,0.15,0.23,3.8,6.67,1.93,6.43,8.5,10.33,14.07,18.87,0.15,18.73,13.01,16.34,10.42,38.96,30.49,6.8,13.33
862,0.15,0.28,0.08,0.21,0.28,3.14,3.33,7.99,1.41,1.52,11.57,4.09,17.71,16.59,13.8,10.86,23.86,2.99,26.16,3.91,31.6,35.34
863,0.18,0.27,0.24,0.0,0.31,5.66,3.33,7.47,1.36,27.32,3.73,2.88,7.9,9.8,20.24,6.15,21.98,8.37,41.81,20.68,21.5,7.64
864,0.29,0.06,0.14,0.31,0.2,7.71,6.67,6.87,1.54,0.76,9.01,21.3,15.79,1.58,16.77,18.16,16.63,28.43,26.63,10.23,7.6,27.11
865,0.28,0.37,0.22,0.01,0.12,2.3,10.0,8.3,7.49,0.89,6.44,0.53,21.3,23.83,18.77,2.86,25.38,13.82,30.07,35.31,12.48,8.32
866,0.31,0.37,0.02,0.22,0.08,8.43,1.0,5.31,9.71,4.1,4.19,2.49,11.72,17.67,12.5,24.81,22.52,33.09,18.66,15.63,3.44,29.18
867,0.01,0.29,0.34,0.32,0.04,9.76,3.33,4.5,7.09,25.8,3.47,6.62,6.72,8.07,22.87,13.97,12.48,42.56,14.78,9.62,8.5,24.54
868,0.46,0.0,0.02,0.39,0.13,5.81,10.0,1.98,8.48,5.21,9.92,31.29,14.68,2.52,21.15,13.21,2.02,14.38,7.91,25.76,24.46,27.49
869,0.44,0.24,0.24,0.0,0.08,4.51,1.0,6.98,5.37,5.44,17.78,6.77,16.04,9.45,5.88,26.9,11.74,26.01,28.86,19.21,10.09,15.83
870,0.1,0.11,0.15,0.36,0.28,5.71,6.67,5.68,6.38,0.72,21.69,11.62,20.79,21.04,5.99,9.82,8.33,23.91,30.34,10.5,17.69,17.56
871,0.38,0.15,0.07,0.02,0.38,1.13,1.0,5.08,4.36,16.79,24.87,2.65,17.42,2.63,13.07,22.44,0.13,11.53,24.25,27.24,15.31,21.67
872,0.11,0.41,0.35,0.03,0.1,4.26,6.67,4.1,4.1,12.74,12.89,19.76,1.14,15.01,7.62,13.44,17.4,21.95,23.79,7.55,22.83,23.88
873,0.2,0.25,0.27,0.2,0.08,2.65,6.67,6.92,4.47,17.32,16.95,4.13,14.39,8.94,13.95,7.55,16.77,25.7,11.69,27.7,8.56,26.35
874,0.03,0.51,0.1,0.32,0.04,2.78,10.0,4.38,6.14,13.0,17.83,7.8,12.33,7.36,17.48,7.9,16.3,22.17,12.32,25.31,3.55,36.65
875,0.12,0.06,0.05,0.34,0.43,7.44,3.33,7.61,5.54,22.39,0.95,21.36,23.67,13.87,12.3,3.78,1.68,33.23,7.53,2.39,35.5,21.35
876,0.17,0.21,0.17,0.24,0.21,4.9,1.0,5.79,4.37,17.74,6.33,16.6,7.99,19.58,9.01,14.09,8.66,13.11,18.31,23.91,1.36,43.31
877,0.12,0.23,0.32,0.24,0.09,1.14,10.0,5.15,7.94,13.0,12.79,19.32,14.58,4.6,13.66,15.8,6.25,12.43,19.46,23.04,17.07,28.0
878,0.21,0.24,0.12,0.22,0.21,3.94,6.67,9.51,8.46,2.44,34.36,28.52,1.72,25.74,2.55,0.86,3.81,29.38,13.99,23.71,8.12,24.8
879,0.24,0.25,0.23,0.19,0.09,9.79,1.0,2.57,9.23,2.37,22.52,13.11,7.31,16.79,0.07,18.03,19.8,14.79,11.77,18.21,25.47,29.76
880,0.28,0.18,0.26,0.19,0.09,4.73,6.67,4.58,4.86,4.96,5.78,0.8,5.34,1.44,36.0,26.3,19.38,26.66,17.43,4.85,19.22,31.84
881,0.31,0.26,0.1,0.19,0.14,7.66,10.0,2.05,6.17,15.03,2.38,6.85,9.74,20.38,21.23,22.54,1.85,40.1,12.9,13.64,29.41,3.95
882,0.2,0.11,0.04,0.32,0.33,5.79,1.0,4.18,1.33,17.96,18.0,12.9,13.04,3.23,17.36,0.34,17.17,33.62,12.02,13.27,33.12,7.97
883,0.25,0.39,0.04,0.02,0.3,8.24,1.0,3.99,1.94,15.44,9.1,13.57,15.93,9.39,12.97,8.22,15.38,11.27,20.31,21.78,25.79,20.85
884,0.25,0.12,0.24,0.09,0.3,9.8,1.0,3.07,9.25,18.05,13.39,15.82,8.97,16.87,13.22,8.24,5.44,21.46,16.93,24.18,8.18,29.25
885,0.06,0.3,0.05,0.42,0.17,6.58,1.0,7.3,3.28,16.78,9.5,13.2,8.16,11.8,20.54,7.04,12.98,10.69,8.65,24.94,3.03,52.69
886,0.27,0.21,0.23,0.19,0.1,2.1,6.67,4.94,7.07,17.48,12.25,0.44,20.48,16.4,14.08,2.63,16.24,11.07,22.16,19.75,23.21,23.81
887,0.07,0.27,0.28,0.34,0.04,8.42,3.33,3.28,3.57,8.29,3.2,18.94,22.67,17.37,4.65,23.37,1.51,8.91,26.86,18.83,25.03,20.37
888,0.12,0.23,0.32,0.27,0.06,7.2,1.0,5.81,4.06,11.01,14.14,11.3,12.42,14.73,11.47,20.18,4.75,31.43,9.33,0.97,46.94,11.33
889,0.02,0.26,0.12,0.4,0.2,1.44,3.33,6.08,4.13,5.02,14.9,16.36,6.96,23.78,15.45,0.44,17.09,2.47,17.92,42.58,3.4,33.63
890,0.05,0.09,0.26,0.31,0.29,7.72,3.33,1.63,9.95,9.82,18.46,17.7,7.25,6.36,4.77,23.2,12.44,39.15,12.24,9.01,30.54,9.06
891,0.01,0.34,0.3,0.27,0.08,1.99,1.0,2.2,1.63,19.89,6.01,20.24,6.24,22.32,1.53,7.74,16.03,13.1,21.19,21.14,16.68,27.89
892,0.07,0.56,0.05,0.01,0.31,7.02,10.0,5.33,5.52,28.4,13.91,25.56,8.11,3.02,7.49,9.36,4.15,26.16,18.21,16.0,13.98,25.65
893,0.0,0.03,0.31,0.23,0.43,9.41,3.33,3.95,8.03,8.92,6.32,5.83,31.64,20.32,0.32,5.63,21.02,38.12,9.17,7.08,35.14,10.49
894,0.21,0.05,0.35,0.04,0.35,7.66,1.0,9.86,9.43,26.46,23.29,0.87,10.84,11.72,3.91,16.45,6.46,30.62,15.39,7.99,14.71,31.29
895,0.21,0.18,0.25,0.34,0.02,1.18,6.67,5.66,1.99,2.37,39.0,30.58,0.18,9.7,5.92,11.85,0.4,0.67,5.18,25.04,12.13,56.98
896,0.22,0.19,0.12,0.19,0.28,8.75,10.0,5.81,2.61,6.49,17.48,7.75,11.29,18.11,5.57,17.63,15.68,20.81,3.96,26.55,22.16,26.52
897,0.14,0.01,0.24,0.17,0.44,1.74,6.67,4.05,7.46,23.11,6.65,21.57,5.2,18.69,9.54,12.03,3.21,18.07,31.41,4.68,30.32,15.52
898,0.07,0.45,0.13,0.16,0.19,1.8,1.0,8.78,4.31,4.13,9.68,17.98,6.68,7.7,23.2,22.23,8.4,17.89,2.47,31.37,26.3,21.97
899,0.01,0.27,0.09,0.26,0.37,9.61,3.33,6.81,9.53,11.92,21.59,0.08,1.2,26.42,10.83,9.61,18.35,4.77,11.02,9.96,36.7,37.55
900,0.17,0.07,0.01,0.37,0.38,2.2,3.33,4.46,8.47,16.74,15.18,16.48,0.37,11.48,16.31,15.8,7.64,27.77,24.25,21.79,20.63,5.56
901,0.1,0.19,0.15,0.28,0.28,1.23,1.0,2.86,7.73,14.85,17.0,15.64,6.8,16.82,17.69,5.44,5.76,20.19,27.15,15.41,7.34,29.91
902,0.18,0.17,0.31,0.22,0.12,7.48,3.33,7.52,8.41,28.16,14.16,11.3,5.5,19.37,2.31,13.31,5.89,20.59,8.44,27.81,3.55,39.61
903,0.03,0.34,0.33,0.1,0.2,3.9,6.67,1.17,9.83,13.22,27.71,3.23,7.4,10.77,5.05,23.49,9.13,2.89,24.17,31.68,10.01,31.25
904,0.19,0.08,0.27,0.41,0.05,3.98,10.0,1.25,2.11,0.29,4.91,25.65,36.56,0.93,4.38,24.38,2.9,5.6,24.85,29.65,22.87,17.03
905,0.12,0.24,0.23,0.23,0.18,2.32,6.67,3.66,1.92,7.69,20.61,11.51,24.0,5.89,6.77,8.46,15.07,15.3,33.85,0.81,21.23,28.81
906,0.24,0.34,0.34,0.08,0.0,2.36,3.33,6.76,4.49,19.16,21.51,20.44,5.68,11.87,9.57,8.95,2.82,12.01,16.94,28.35,0.54,42.16
907,0.19,0.06,0.22,0.28,0.25,3.95,1.0,4.7,8.24,18.3,25.33,16.17,5.96,16.38,3.12,12.77,1.97,4.8,7.76,17.15,31.64,38.65
908,0.06,0.17,0.58,0.17,0.02,4.15,1.0,8.36,5.19,21.64,19.38,14.65,0.28,15.57,0.92,17.09,10.47,10.21,18.21,26.56,34.03,10.99
909,0.14,0.32,0.1,0.34,0.1,4.48,10.0,6.18,8.45,14.16,0.5,17.27,18.64,18.33,14.72,3.75,12.63,31.9,24.25,31.29,6.57,5.99
